Rwanda,49518
Somalia,51537
Yemen,69543
Iraq,99237
Saudi Arabia,102358
Iran,130758
Cyprus,146669
Tanzania,149590
Syria,163843
Armenia,174982
Kenya,192950
DR Congo,203312
Djibouti,223816
Uganda,226074
Central African Republic,239880
Seychelles,241170
Hashemite Kingdom of Jordan,248816
Lebanon,272103
Kuwait,285570
Oman,286963
Qatar,289688
Bahrain,290291
United Arab Emirates,290557
Israel,294640
Turkey,298795
Ethiopia,337996
Eritrea,338010
Egypt,357994
Sudan,366755
Greece,390903
Burundi,433561
Estonia,453733
Latvia,458258
Azerbaijan,587116
Republic of Lithuania,597427
Svalbard and Jan Mayen,607072
Georgia,614540
Republic of Moldova,617790
Belarus,630336
Finland,660013
Aland,661882
Ukraine,690791
North Macedonia,718075
Hungary,719819
Bulgaria,732800
Albania,783754
Poland,798544
Romania,798549
Kosovo,831053
Zimbabwe,878675
Zambia,895949
Comoros,921929
Malawi,927384
Lesotho,932692
Botswana,933860
Mauritius,934292
Eswatini,934841
Réunion,935317
South Africa,953987
Mayotte,1024031
Mozambique,1036973
Madagascar,1062947
Afghanistan,1149361
Pakistan,1168579
Bangladesh,1210997
Turkmenistan,1218197
Tajikistan,1220409
Sri Lanka,1227603
Bhutan,1252634
India,1269750
Maldives,1282028
British Indian Ocean Territory,1282588
Nepal,1282988
Myanmar,1327865
Uzbekistan,1512440
Kazakhstan,1522867
Kyrgyzstan,1527747
French Southern Territories,1546748
Heard Island and McDonald Islands,1547314
Cocos [Keeling] Islands,1547376
Palau,1559582
Vietnam,1562822
Thailand,1605651
Indonesia,1643084
Laos,1655842
Taiwan,1668284
Philippines,1694008
Malaysia,1733045
China,1814991
Hong Kong,1819730
Brunei,1820814
Macao,1821275
Cambodia,1831722
South Korea,1835841
Japan,1861060
North Korea,1873107
Singapore,1880251
Cook Islands,1899402
East Timor,1966436
Russia,2017370
Mongolia,2029969
Australia,2077456
Christmas Island,2078138
Marshall Islands,2080185
Federated States of Micronesia,2081918
Papua New Guinea,2088628
Solomon Islands,2103350
Tuvalu,2110297
Nauru,2110425
Vanuatu,2134431
New Caledonia,2139685
Norfolk Island,2155115
New Zealand,2186224
Fiji,2205218
Libya,2215636
Cameroon,2233387
Senegal,2245662
Congo Republic,2260494
Portugal,2264397
Liberia,2275384
Ivory Coast,2287781
Ghana,2300660
Equatorial Guinea,2309096
Nigeria,2328926
Burkina Faso,2361809
Togo,2363686
Guinea-Bissau,2372248
Mauritania,2378080
Benin,2395170
Gabon,2400553
Sierra Leone,2403846
São Tomé and Príncipe,2410758
Gibraltar,2411586
Gambia,2413451
Guinea,2420477
Chad,2434508
Niger,2440476
Mali,2453866
Western Sahara,2461445
Tunisia,2464461
Spain,2510769
Morocco,2542007
Malta,2562770
Algeria,2589581
Faroe Islands,2622320
Denmark,2623032
Iceland,2629691
United Kingdom,2635167
Switzerland,2658434
Sweden,2661886
Netherlands,2750405
Austria,2782113
Belgium,2802361
Germany,2921044
Luxembourg,2960313
Ireland,2963597
Monaco,2993457
France,3017382
Andorra,3041565
Liechtenstein,3042058
Jersey,3042142
Isle of Man,3042225
Guernsey,3042362
Slovakia,3057568
Czechia,3077311
Norway,3144096
Vatican City,3164670
San Marino,3168068
Italy,3175395
Slovenia,3190538
Montenegro,3194884
Croatia,3202326
Bosnia and Herzegovina,3277605
Angola,3351879
Namibia,3355338
Saint Helena,3370751
Bouvet Island,3371123
Barbados,3374084
Cabo Verde,3374766
Guyana,3378535
French Guiana,3381670
Suriname,3382998
Saint Pierre and Miquelon,3424932
Greenland,3425505
Paraguay,3437598
Uruguay,3439705
Brazil,3469034
Falkland Islands,3474414
South Georgia and the South Sandwich Islands,3474415
Jamaica,3489940
Dominican Republic,3508796
Cuba,3562981
Martinique,3570311
Bahamas,3572887
Bermuda,3573345
Anguilla,3573511
Trinidad and Tobago,3573591
St Kitts and Nevis,3575174
Dominica,3575830
Antigua and Barbuda,3576396
Saint Lucia,3576468
Turks and Caicos Islands,3576916
Aruba,3577279
British Virgin Islands,3577718
Saint Vincent and the Grenadines,3577815
Montserrat,3578097
Saint Martin,3578421
Saint Barthélemy,3578476
Guadeloupe,3579143
Grenada,3580239
Cayman Islands,3580718
Belize,3582678
El Salvador,3585968
Guatemala,3595528
Honduras,3608932
Nicaragua,3617476
Costa Rica,3624060
Venezuela,3625428
Ecuador,3658394
Colombia,3686110
Panama,3703430
Haiti,3723988
Argentina,3865483
Chile,3895114
Bolivia,3923057
Peru,3932488
Mexico,3996063
French Polynesia,4030656
Pitcairn Islands,4030699
Kiribati,4030945
Tokelau,4031074
Tonga,4032283
Wallis and Futuna,4034749
Samoa,4034894
Niue,4036232
Northern Mariana Islands,4041468
Guam,4043988
Puerto Rico,4566966
U.S. Virgin Islands,4796775
U.S. Minor Outlying Islands,5854968
American Samoa,5880801
Canada,6251999
United States,6252001
Palestine,6254930
Serbia,6290252
Antarctica,6697173
Sint Maarten,7609695
Curaçao,7626836
Bonaire Sint Eustatius and Saba,7626844
South Sudan,7909807
